Shop_ID,Shop_Type,Shop_Location,Shop_Size_sqft,Years_in_Operation,Average_Daily_Customers,Average_Spending_per_Customer,Competition_Count,Rent_Cost_per_Month,Monthly_Inventory_Cost,Other_Expenses,Festival_Season,Exam_Season,Month,Monthly_Earnings
613,Salon,UniMall,112,1,76,92,5,11997,33739,5397,0,0,May,159760
614,Food Stall,Law Gate,192,9,69,65,3,17384,31448,5299,0,1,Jan,84550
615,Salon,Law Gate,135,8,108,84,1,7469,19725,8259,0,0,Dec,222160
616,Clothing,BH-5 Complex,159,7,94,72,5,16085,18306,6902,1,0,Nov,153040
617,Mobile Shop,Law Gate,177,7,71,66,4,10662,19326,4873,1,1,Feb,90580
618,Food Stall,BH-5 Complex,249,5,72,90,1,14817,35378,5678,0,1,Nov,131440
619,Salon,Law Gate,186,6,84,72,5,16324,25860,5054,0,1,Mar,131440
620,Mobile Shop,BH-7 Complex,246,5,106,98,2,14613,20599,7650,0,1,Apr,261640
621,Mobile Shop,BH-1 Complex,215,7,92,105,4,6809,30563,7309,1,1,Nov,220480
622,Mobile Shop,BH-7 Complex,172,9,79,75,4,7231,30890,6423,0,0,Dec,115900
623,Clothing,UniMall,182,2,76,74,2,16150,35393,6735,1,0,Feb,107472
624,Food Stall,Law Gate,165,8,113,116,1,10036,23401,7727,0,1,Nov,330132
625,Mobile Shop,BH-1 Complex,99,3,79,64,5,9385,18770,6268,0,1,Aug,101680
626,Cafe,Law Gate,192,6,92,90,1,17317,16963,9153,1,0,Apr,198400
627,Clothing,Law Gate,124,1,93,108,4,15018,30753,9986,1,0,Nov,241276
628,Mobile Shop,BH-5 Complex,119,3,129,118,3,6686,31740,11824,0,1,Mar,376216
629,Food Stall,UniMall,219,7,106,65,1,8739,28231,6730,0,0,Apr,149810
630,Salon,UniMall,201,8,83,114,3,8686,15233,9328,0,1,Apr,214936
631,Food Stall,BH-5 Complex,113,7,116,72,3,10690,21121,6276,0,0,Feb,200560
632,Stationery,BH-7 Complex,95,7,74,116,5,15761,25086,6243,1,1,Dec,207520
633,Cafe,UniMall,140,7,78,66,1,14071,22244,10372,0,1,Nov,99292
634,Salon,BH-7 Complex,171,7,125,78,1,7349,35080,7896,0,0,Mar,232750
635,Food Stall,BH-7 Complex,180,4,65,77,1,6091,35618,4480,0,1,Nov,95145
636,Cafe,BH-7 Complex,224,6,76,114,5,6604,17979,11140,0,0,May,201256
637,Salon,UniMall,233,7,63,95,4,11780,32100,9237,0,0,Jan,123565
638,Salon,BH-5 Complex,87,8,80,105,3,13951,27919,5363,1,1,Jun,193600
639,Salon,UniMall,212,9,133,77,3,16797,21256,11258,0,1,Mar,246989
640,Food Stall,BH-7 Complex,136,7,107,73,4,8986,15400,6855,0,0,Feb,168708
641,Clothing,BH-1 Complex,198,7,133,69,3,10987,21597,10499,1,0,Jun,225310
642,Food Stall,BH-7 Complex,158,8,124,65,3,11141,36352,7671,0,0,Jun,183740
643,Stationery,BH-5 Complex,249,2,124,119,3,12691,17763,8005,1,0,Feb,377924
644,Salon,UniMall,89,2,100,117,3,16367,20406,11990,0,1,Aug,277600
645,Food Stall,Law Gate,150,2,122,70,2,14795,20257,9541,0,0,Aug,206200
646,Mobile Shop,Law Gate,212,1,143,93,2,13833,34270,10053,0,1,May,348970
647,Food Stall,UniMall,103,4,79,82,5,6789,34859,7153,0,1,Jul,131384
648,Cafe,UniMall,154,3,136,75,3,8711,21581,11705,0,1,Oct,235600
649,Stationery,BH-5 Complex,217,3,113,98,1,16139,16308,6986,0,1,Feb,271146
650,Food Stall,Law Gate,189,1,140,89,1,6966,31691,6138,1,0,Apr,323800
651,Cafe,BH-5 Complex,185,7,99,104,1,6104,17047,10293,0,1,Jul,238288
652,Stationery,BH-7 Complex,204,1,139,64,2,6370,30908,4486,1,0,Jan,199088
653,Food Stall,Law Gate,231,8,125,89,4,12843,16105,5386,0,1,Feb,283750
654,Stationery,UniMall,204,1,147,61,2,7490,32608,6587,0,0,Mar,201076
655,Food Stall,BH-5 Complex,104,9,116,64,2,15721,26157,6367,1,0,Jan,157872
656,Mobile Shop,BH-7 Complex,93,4,110,119,4,13972,30329,8264,0,0,Apr,329610
657,Stationery,Law Gate,180,2,107,80,2,17471,34925,8811,0,0,Jul,198240
658,Clothing,Law Gate,166,9,80,60,2,17139,37715,11484,1,1,Feb,94000
659,Food Stall,BH-7 Complex,159,1,120,69,4,16067,28376,8428,1,0,Nov,190120
660,Clothing,Law Gate,178,1,76,108,1,8956,23077,7722,0,0,Nov,188032
661,Clothing,UniMall,209,5,109,64,1,13709,33320,8042,0,1,Sep,152304
662,Cafe,BH-1 Complex,153,6,62,68,2,13382,34915,7529,1,0,Oct,72264
663,Cafe,BH-7 Complex,94,5,75,71,4,15972,15583,8527,1,1,Feb,99100
664,Clothing,BH-5 Complex,100,2,78,106,1,15354,21772,4298,1,1,Sep,189772
665,Mobile Shop,BH-5 Complex,169,7,90,101,1,17331,22612,6492,0,1,Jun,222700
666,Stationery,Law Gate,135,6,122,88,1,10047,38965,11320,1,0,Sep,272080
667,Food Stall,BH-5 Complex,156,3,82,106,1,14001,24921,6191,0,1,Jun,193376
668,Mobile Shop,Law Gate,235,5,131,118,1,9183,28541,7167,0,0,Apr,382824
669,Salon,UniMall,242,2,69,106,3,8317,18621,8491,0,1,Feb,169420
670,Cafe,Law Gate,207,2,79,106,1,8465,31304,11477,0,0,Dec,192846
671,Food Stall,BH-5 Complex,224,3,67,90,1,14130,32643,8949,0,0,May,130900
672,Stationery,BH-5 Complex,215,4,70,79,3,15268,35142,7181,0,0,Dec,115900
673,Clothing,BH-5 Complex,218,9,107,107,4,16452,23627,8947,0,1,Oct,293470
674,Salon,Law Gate,107,5,136,98,2,9346,38408,7148,0,0,Oct,336512
675,Food Stall,UniMall,231,2,132,92,1,6892,36871,11251,0,0,Mar,302176
676,Food Stall,BH-1 Complex,128,3,71,79,1,13631,22226,9108,1,1,Feb,112661
677,Clothing,Law Gate,125,6,82,73,1,8877,36966,7270,0,0,Sep,123594
678,Food Stall,UniMall,125,9,111,113,2,17329,23853,11187,0,1,Sep,301204
679,Salon,UniMall,229,3,67,75,4,11295,35460,10771,0,1,Mar,95725
680,Stationery,BH-1 Complex,192,5,69,108,3,12766,32114,11736,0,0,Mar,173560
681,Food Stall,Law Gate,209,7,135,89,3,15858,27616,10265,1,0,Dec,286420
682,Cafe,BH-1 Complex,216,8,86,110,5,9621,35067,11872,0,1,Apr,214880
683,Clothing,BH-5 Complex,188,2,92,83,4,17903,18688,11689,0,1,Sep,179080
684,Mobile Shop,Law Gate,168,3,71,80,4,11130,36823,11880,1,1,Jan,109040
685,Food Stall,Law Gate,223,1,84,118,2,14808,39722,11446,0,1,Oct,227536
686,Mobile Shop,BH-7 Complex,231,7,148,75,3,10953,17990,5195,0,0,Oct,283000
687,Cafe,BH-7 Complex,144,4,146,108,1,6909,30806,4372,0,1,Jul,423040
688,Clothing,BH-1 Complex,231,8,123,91,3,6780,16019,7265,0,0,Sep,285790
689,Food Stall,BH-5 Complex,217,5,86,119,5,15267,22195,10720,0,0,Jan,236552
690,Cafe,BH-5 Complex,158,7,129,99,2,6973,22083,9494,0,0,Jul,307588
691,Salon,BH-5 Complex,180,8,87,89,4,17330,37257,8394,1,0,Oct,166804
692,Stationery,Law Gate,240,6,82,104,1,9239,20931,8053,0,0,Feb,188784
693,Mobile Shop,Law Gate,136,9,130,109,1,12981,23221,10502,0,1,Jan,360930
694,Mobile Shop,BH-7 Complex,176,4,80,90,3,9960,32570,9902,0,1,Jun,158800
695,Mobile Shop,BH-5 Complex,152,5,123,74,4,12802,39682,8477,1,0,Dec,213958
696,Mobile Shop,BH-5 Complex,167,3,110,68,3,9380,18770,9829,1,0,Aug,174400
697,Cafe,BH-7 Complex,96,4,85,104,4,16615,27779,10499,0,0,Apr,206360
698,Food Stall,UniMall,105,8,133,84,3,9182,26009,10136,0,1,Jan,285160
699,Salon,BH-1 Complex,94,8,120,107,2,9574,37211,8904,1,1,Jul,335200
700,Mobile Shop,BH-7 Complex,198,7,69,97,3,15904,34624,5362,0,1,Aug,144097
701,Food Stall,BH-5 Complex,106,5,82,107,1,6295,25245,6597,0,0,Sep,195672
702,Cafe,BH-5 Complex,103,9,138,105,2,6906,20499,4364,0,1,Feb,355720
703,Food Stall,BH-1 Complex,110,9,102,75,3,17878,27411,7081,0,0,Sep,164200
704,Stationery,BH-7 Complex,170,7,74,61,2,11830,22523,4625,0,0,Sep,80906
705,Stationery,UniMall,243,8,60,102,2,16093,35874,9193,1,0,Nov,127480
706,Mobile Shop,BH-7 Complex,170,2,134,65,4,10725,25437,8300,0,0,May,193880
707,Cafe,UniMall,237,5,117,95,4,8985,15559,4713,1,1,Jan,272335
708,Food Stall,BH-7 Complex,206,9,97,84,1,14652,30930,11131,0,0,Aug,186292
709,Food Stall,UniMall,80,3,124,71,1,7751,36381,9720,0,0,Feb,196512
710,Food Stall,UniMall,155,4,61,68,2,15581,19515,9692,1,0,Apr,66144
711,Food Stall,BH-1 Complex,227,6,140,109,5,6045,16193,7342,1,1,Feb,377280
712,Mobile Shop,UniMall,140,3,124,83,3,11845,20323,10032,1,1,Nov,238176
713,Salon,BH-7 Complex,125,5,71,105,2,11279,19332,7810,1,1,Apr,173650
714,Food Stall,BH-7 Complex,154,3,148,90,1,17555,16845,9750,0,1,Mar,349600
715,Salon,Law Gate,200,4,86,96,3,15840,39098,8739,1,1,Jun,189424
716,Cafe,UniMall,247,6,117,115,5,9499,26690,5444,0,0,Nov,326740
717,Food Stall,UniMall,237,4,61,101,5,8685,24385,11372,0,0,Jun,134830
718,Cafe,BH-1 Complex,110,1,145,77,3,8646,19865,11345,0,0,Dec,262620
719,Stationery,UniMall,152,2,112,102,1,11968,22641,6181,0,0,Jun,292720
720,Food Stall,UniMall,246,4,128,102,5,15379,20890,8921,0,1,May,341680
721,Clothing,Law Gate,143,8,111,77,5,10019,34522,5648,0,1,Apr,206410
722,Cafe,Law Gate,208,3,110,112,5,12763,16986,6633,0,1,Jan,319600
723,Food Stall,BH-5 Complex,201,4,62,62,1,12610,25524,4600,0,1,Jun,57632
724,Clothing,BH-7 Complex,105,9,107,62,2,15044,22400,10806,0,1,Sep,149020
725,Clothing,BH-7 Complex,226,1,88,106,1,11947,37978,7520,1,0,Jan,229840
726,Mobile Shop,UniMall,240,5,136,97,1,15611,19150,5330,0,1,Apr,319376
727,Stationery,BH-1 Complex,193,4,69,83,2,11672,16502,8684,1,0,Jan,116083
728,Mobile Shop,BH-7 Complex,230,2,128,115,5,14123,26590,6750,0,1,Dec,391600
729,Salon,Law Gate,201,1,131,74,4,9012,36408,10264,0,1,Jan,231126
730,Cafe,Law Gate,141,4,92,67,2,15900,18574,7319,0,1,Mar,122592
731,Mobile Shop,BH-7 Complex,210,2,149,68,1,6690,16495,7825,0,1,Feb,243828
732,Mobile Shop,BH-1 Complex,240,5,130,107,4,13188,20778,11768,1,1,Sep,367300
733,Cafe,UniMall,149,1,148,92,4,10370,33157,11187,0,1,Apr,344864
734,Food Stall,BH-7 Complex,200,1,62,82,3,11969,19535,10883,0,0,Oct,102520
735,Salon,BH-5 Complex,90,8,147,105,1,16822,35256,5054,1,0,Mar,413050
736,Mobile Shop,BH-5 Complex,171,4,143,115,1,6544,35047,6239,0,0,Sep,426905
737,Salon,Law Gate,204,1,68,68,1,10368,26179,8088,0,1,May,88720
738,Stationery,BH-7 Complex,215,3,118,75,2,10784,30185,4832,1,0,Aug,206650
739,Cafe,BH-7 Complex,95,6,142,77,1,13028,38646,9664,0,0,Sep,267086
740,Salon,BH-5 Complex,224,5,91,97,3,14186,18983,10963,0,1,May,205983
741,Mobile Shop,Law Gate,216,9,71,100,2,15954,37560,8472,1,1,Apr,163000
742,Mobile Shop,BH-1 Complex,102,7,104,76,2,9629,17114,11364,0,0,Jun,179216
743,Salon,BH-7 Complex,165,1,69,84,4,10648,37113,4694,0,1,Aug,112288
744,Stationery,UniMall,91,4,109,112,5,17434,16868,5671,0,0,Nov,316240
745,Mobile Shop,UniMall,226,5,66,82,2,12212,19637,11752,1,0,Aug,112360
746,Salon,BH-7 Complex,156,1,102,77,3,9593,23606,7424,0,0,Aug,177766
747,Stationery,UniMall,139,6,126,88,1,6358,15849,11498,0,1,Mar,271552
748,Stationery,BH-1 Complex,188,4,62,95,1,10238,37496,8008,0,1,May,126700
749,Clothing,BH-1 Complex,133,4,137,86,3,6781,29439,7523,0,0,Jul,303460
750,Salon,BH-1 Complex,149,2,119,105,5,14009,32007,5886,0,0,Dec,312355
751,Mobile Shop,BH-1 Complex,186,8,78,60,4,9951,36468,6497,1,0,Feb,85720
752,Stationery,BH-1 Complex,107,8,139,90,4,11876,34924,8697,0,1,Aug,312790
753,Clothing,BH-5 Complex,145,1,110,91,4,7960,16473,8888,0,1,Sep,240290
754,Salon,Law Gate,149,2,97,92,4,7340,29805,6392,0,0,Jul,208796
755,Mobile Shop,BH-1 Complex,92,7,102,119,5,8758,23625,10431,1,0,May,289864
756,Mobile Shop,BH-1 Complex,220,2,94,114,4,16706,36604,11750,1,0,Aug,260764
757,Salon,BH-7 Complex,100,1,66,105,3,7234,39877,9205,0,0,Apr,157900
758,Food Stall,BH-5 Complex,223,8,62,86,5,12939,23261,9573,1,0,Dec,99296
759,Cafe,BH-5 Complex,234,3,128,96,2,7883,36851,4797,0,0,Dec,318640
760,Clothing,Law Gate,176,7,77,92,5,17831,16892,9178,0,1,Feb,148352
761,Stationery,BH-5 Complex,114,9,76,93,4,15065,15565,11412,0,0,Feb,162040
762,Stationery,BH-7 Complex,165,1,63,113,1,13156,38726,8096,0,0,Mar,156451
763,Stationery,Law Gate,214,4,102,61,1,6716,18967,11423,0,1,Dec,136660
764,Salon,UniMall,186,7,99,78,2,16916,15233,5391,0,0,Aug,181660
765,Cafe,Law Gate,225,4,103,116,1,6731,15799,10507,0,1,Nov,296492
766,Salon,Law Gate,191,4,66,100,4,11008,28262,9229,0,0,Oct,148000
767,Salon,BH-1 Complex,223,2,70,85,5,7115,19578,6590,0,0,Sep,116600
768,Stationery,BH-5 Complex,182,6,86,114,1,14051,36676,10645,0,0,Mar,244120
769,Clothing,UniMall,172,8,110,78,1,9030,23524,10270,1,0,Nov,207400
770,Food Stall,UniMall,236,7,115,97,5,7550,15646,10144,0,0,Jan,284650
771,Food Stall,BH-5 Complex,146,1,130,71,2,7909,27150,11218,1,1,Jan,226900
772,Mobile Shop,UniMall,98,6,143,73,2,7494,37124,5019,0,0,Jan,242292
773,Cafe,BH-1 Complex,236,2,115,103,4,10253,27459,4493,0,0,Aug,281660
774,Clothing,BH-1 Complex,103,4,97,62,4,10350,15207,6497,1,0,Jul,124406
775,Stationery,BH-1 Complex,237,3,89,88,3,13378,33073,5316,0,1,Jan,177128
776,Salon,BH-7 Complex,170,8,132,112,4,8409,39014,5461,0,0,Mar,363952
777,Clothing,BH-1 Complex,81,2,120,113,1,7118,22637,4660,1,1,Mar,329680
778,Salon,UniMall,233,8,127,82,1,10760,33281,9770,0,0,Apr,241592
779,Mobile Shop,BH-5 Complex,220,4,61,83,3,6922,27929,8600,0,0,Aug,101890
780,Cafe,Law Gate,102,3,125,65,4,7673,35971,7092,0,0,Mar,193750
781,Mobile Shop,BH-1 Complex,187,2,105,93,3,17091,23252,10268,0,0,May,223420
782,Food Stall,UniMall,193,3,62,77,4,8970,15011,9382,1,1,Mar,93220
783,Food Stall,UniMall,111,1,124,67,3,7525,15760,4594,0,0,Sep,199240
784,Mobile Shop,BH-1 Complex,100,5,145,87,1,9395,16203,10659,0,0,Jan,328450
785,Food Stall,Law Gate,145,7,143,117,1,7377,18146,5825,0,1,Oct,451930
786,Cafe,BH-5 Complex,115,3,74,101,1,7750,19027,7336,0,1,Apr,159272
787,Stationery,BH-7 Complex,82,4,81,72,2,15436,32669,8505,0,0,Jan,119128
788,Stationery,BH-5 Complex,235,7,111,102,2,6331,32805,11512,0,0,Feb,278338
789,Food Stall,BH-5 Complex,98,2,149,112,1,8575,27714,10185,0,0,Sep,433952
790,Food Stall,BH-5 Complex,104,9,77,82,5,10692,29986,9158,0,0,Dec,126792
791,Mobile Shop,BH-7 Complex,147,9,61,97,5,10541,22876,9299,0,0,Oct,115676
792,Mobile Shop,BH-1 Complex,142,9,120,110,3,12461,22044,9497,0,1,Aug,332800
793,Clothing,BH-1 Complex,189,5,107,91,3,16931,25057,9153,0,0,Sep,242110
794,Mobile Shop,BH-1 Complex,172,1,140,106,4,14245,26102,9522,0,0,Mar,380360
795,Stationery,BH-1 Complex,164,8,114,114,1,11765,16031,6016,1,0,Nov,313888
796,Food Stall,BH-7 Complex,201,6,142,88,1,15609,32675,7488,0,0,Oct,299888
797,Stationery,BH-1 Complex,114,1,139,67,2,12044,34871,11383,0,0,Oct,210764
798,Cafe,BH-5 Complex,86,8,140,60,5,16456,20153,5894,1,1,Apr,202000
799,Salon,Law Gate,140,6,85,107,2,13545,19846,4267,0,1,Jan,222850
800,Mobile Shop,BH-1 Complex,213,4,149,94,5,7257,23250,9370,0,0,May,342168
801,Stationery,UniMall,193,8,118,64,2,12531,32493,10929,0,0,May,169008
802,Clothing,BH-5 Complex,235,2,62,96,2,14676,38998,4802,0,0,Oct,116656
803,Salon,BH-1 Complex,137,3,107,99,2,15862,27807,5151,0,0,Sep,246604
804,Salon,Law Gate,172,9,130,111,4,9705,29026,8038,1,0,Jan,368470
805,Food Stall,BH-1 Complex,213,2,68,104,3,13073,20036,11127,1,0,Oct,148016
806,Cafe,BH-5 Complex,171,8,101,72,5,13252,26721,5555,0,1,Oct,168160
807,Cafe,UniMall,207,6,99,113,5,9880,20932,5894,0,0,Jun,274423
808,Stationery,Law Gate,233,2,78,75,3,12850,39918,6729,0,0,Jul,125500
809,Clothing,UniMall,205,8,148,86,1,7515,31958,8442,0,0,Mar,319112
810,Mobile Shop,BH-7 Complex,221,5,112,75,5,6039,25222,6621,0,0,Apr,185200
811,Stationery,Law Gate,196,1,131,83,4,16457,32199,11852,1,0,May,276190
812,Food Stall,BH-5 Complex,207,6,73,75,3,13283,30945,4255,0,0,Jun,114250
813,Clothing,BH-7 Complex,211,2,118,84,4,15919,28335,9592,0,1,Jul,227536
814,Cafe,BH-1 Complex,237,2,145,110,2,9038,17845,11864,0,0,Jul,396600
815,Stationery,BH-5 Complex,238,6,131,110,4,9660,16068,9591,1,0,Dec,367890
816,Stationery,BH-1 Complex,194,9,110,105,3,8924,22045,4279,0,0,Aug,296500
817,Salon,Law Gate,93,7,107,64,5,11289,33806,7628,0,0,May,141744
818,Clothing,BH-1 Complex,139,4,77,82,4,17648,36699,4754,0,0,Sep,133106
819,Cafe,BH-1 Complex,247,3,62,91,3,12099,28965,11931,1,0,Jan,107976
820,Clothing,BH-7 Complex,210,4,136,113,3,11044,25247,7480,0,0,Nov,411040
821,Food Stall,UniMall,159,2,104,100,1,15916,38595,9101,0,0,Sep,241200
822,Salon,BH-7 Complex,119,1,115,115,3,13993,35567,7680,1,0,Nov,346750
823,Clothing,Law Gate,95,4,106,75,5,15605,19406,4992,1,1,Oct,188500
824,Salon,BH-7 Complex,156,9,81,92,4,8036,18046,6350,1,1,Jul,166108
825,Clothing,BH-5 Complex,140,8,131,96,1,7485,29713,7659,0,1,Nov,302128
826,Food Stall,UniMall,82,3,60,111,2,16307,21487,7348,0,1,Jun,143140
827,Salon,UniMall,164,3,88,76,2,11691,30765,10551,0,1,Jul,137264
828,Stationery,BH-5 Complex,94,5,128,103,5,12200,20396,10993,0,0,May,319152
829,Food Stall,BH-1 Complex,83,5,96,65,5,16265,24705,10127,0,1,May,137200
830,Salon,BH-5 Complex,132,4,94,108,2,14484,35910,10747,1,0,May,254560
831,Clothing,BH-5 Complex,222,1,89,83,5,17270,22971,10693,0,1,Oct,171610
832,Food Stall,BH-7 Complex,136,8,122,63,4,6092,39884,4051,0,0,Oct,180580
833,Clothing,UniMall,211,2,63,64,3,17210,29590,6024,1,0,May,62896
834,Cafe,Law Gate,162,3,141,103,1,9464,33643,8763,0,0,Jan,356644
835,Salon,BH-1 Complex,235,3,122,114,4,17041,34560,11784,0,1,Nov,367240
836,Cafe,BH-7 Complex,238,7,134,96,2,11493,22232,8482,1,0,Jun,310192
837,Food Stall,BH-7 Complex,208,2,74,118,2,10791,15329,4659,1,0,Jun,194496
838,Food Stall,BH-5 Complex,186,9,71,85,3,17292,38028,11420,1,0,Feb,131050
839,Mobile Shop,Law Gate,101,1,148,119,5,16470,36447,10418,0,1,Mar,460748
840,Stationery,BH-7 Complex,180,4,142,69,5,14846,31494,4089,0,0,Aug,243940
841,Salon,BH-1 Complex,123,3,96,107,2,11120,21393,8747,0,0,Feb,258160
842,Salon,Law Gate,114,3,84,63,3,16713,37159,7849,0,0,Aug,108760
843,Cafe,BH-1 Complex,107,4,137,69,2,11660,22254,8630,0,0,Oct,233590
844,Salon,BH-7 Complex,122,1,78,87,2,11604,38126,6067,0,0,Jun,140008
845,Food Stall,BH-5 Complex,209,6,98,93,1,17563,37185,6343,0,0,Aug,205192
846,Mobile Shop,UniMall,187,5,143,71,5,6976,33664,9897,1,0,Nov,254590
847,Cafe,BH-7 Complex,185,3,99,96,1,16603,17107,7553,0,0,Sep,225616
848,Food Stall,BH-5 Complex,91,3,95,76,1,17137,32182,8971,0,0,Oct,152160
849,Clothing,UniMall,150,2,119,70,1,6602,19295,6633,0,0,Dec,183240
850,Stationery,BH-5 Complex,143,9,94,82,4,9837,16665,11740,1,0,Sep,173532
851,Mobile Shop,UniMall,157,6,106,78,2,17435,27260,11103,0,0,Sep,189772
852,Clothing,UniMall,195,6,145,107,5,10317,32940,6205,1,0,Sep,415450
853,Clothing,BH-7 Complex,223,5,76,106,1,12630,15565,11509,0,1,Oct,175568
854,Salon,Law Gate,242,5,111,111,3,6540,32198,5415,0,1,Jan,307309
855,Cafe,BH-5 Complex,190,2,91,97,1,15471,27467,10163,0,1,Dec,205983
856,Clothing,BH-7 Complex,248,8,65,103,2,6561,36101,11623,0,0,Jul,150850
857,Clothing,BH-7 Complex,190,4,86,73,3,6288,37048,11979,0,1,Jun,132062
858,Stationery,BH-7 Complex,140,6,147,99,1,15269,30141,6377,0,0,Aug,386590
859,Salon,BH-7 Complex,183,5,86,97,1,16604,26366,9055,0,0,Apr,191918
860,Cafe,UniMall,111,5,84,61,2,15732,15530,11849,1,0,Jul,98596
861,Stationery,BH-5 Complex,173,7,76,68,3,12189,16142,11076,1,1,Jun,99872
862,Salon,BH-7 Complex,166,2,105,70,3,6839,39578,5051,1,0,Feb,163150
863,Stationery,Law Gate,126,1,64,98,5,17513,19666,4714,0,0,Dec,138160
864,Clothing,Law Gate,174,8,117,115,4,8667,30619,8919,0,0,Sep,340195
865,Clothing,UniMall,209,4,131,73,4,11718,33452,11478,0,0,Aug,217764
866,Mobile Shop,Law Gate,207,8,71,100,1,14473,25679,10413,0,1,Jan,155900
867,Food Stall,UniMall,245,1,72,78,2,16334,35282,10436,0,0,Jul,107248
868,Mobile Shop,Law Gate,119,8,119,102,5,9939,16126,7297,0,0,Dec,289864
869,Salon,BH-1 Complex,165,5,138,95,5,14674,17477,7093,0,0,Jul,317080
870,Clothing,Law Gate,249,6,83,93,5,15381,17340,7580,0,0,Jun,181570
871,Salon,UniMall,168,1,74,90,5,13368,24834,6297,0,0,Jun,149800
872,Mobile Shop,BH-7 Complex,99,1,146,108,1,10878,17368,10965,0,1,Jul,391504
873,Cafe,BH-1 Complex,110,3,67,87,4,10970,21344,4216,0,0,Mar,113212
874,Clothing,BH-7 Complex,164,1,60,88,5,11695,38382,10043,0,0,Feb,108400
875,Cafe,UniMall,99,9,138,71,3,8416,38672,10862,0,1,Aug,224344
876,Stationery,BH-1 Complex,85,1,137,76,3,17858,19364,8077,0,0,Mar,241536
877,Clothing,BH-7 Complex,105,6,146,63,3,6730,15056,10881,1,0,Feb,225940
878,Cafe,UniMall,237,8,139,113,5,14853,15908,10539,1,0,Dec,389796
879,Cafe,BH-1 Complex,133,8,68,62,1,7885,16049,8129,0,1,Jul,72264
880,Clothing,Law Gate,220,9,121,105,2,14998,16934,9172,0,0,Nov,331150
881,Food Stall,UniMall,220,7,145,110,5,16529,32675,6198,0,1,Oct,428500
882,Stationery,BH-7 Complex,231,2,64,116,5,10213,26268,4443,0,1,May,157872
883,Mobile Shop,BH-5 Complex,241,8,148,111,4,17514,16919,4918,0,0,Jul,409984
884,Food Stall,BH-7 Complex,200,7,129,75,2,16903,31784,10508,0,0,Mar,230575
885,Clothing,Law Gate,192,7,124,86,5,10395,30290,9767,1,1,Nov,259256
886,Salon,BH-5 Complex,230,4,69,107,2,6759,26280,6115,1,0,Oct,171490
887,Cafe,Law Gate,185,5,114,109,2,7050,20479,11227,0,1,Mar,297928
888,Cafe,BH-5 Complex,241,4,121,100,1,13292,38526,10000,0,0,Oct,288800
889,Cafe,UniMall,225,3,106,64,1,11936,28435,8900,1,1,Jan,139952
890,Mobile Shop,BH-7 Complex,103,1,131,60,5,10916,28795,7718,0,0,Mar,170080
891,Food Stall,Law Gate,113,9,107,67,3,12658,21336,9704,0,0,Jan,150732
892,Food Stall,BH-1 Complex,219,4,148,106,3,13859,15521,7355,0,0,Jul,420640
893,Cafe,BH-1 Complex,205,6,95,73,3,6642,33932,7693,0,0,Oct,151115
894,Mobile Shop,BH-1 Complex,162,6,92,72,5,16527,32866,5647,0,0,Apr,148720
895,Stationery,BH-5 Complex,120,9,92,72,2,14850,38466,6827,0,1,Jul,142096
896,Mobile Shop,BH-5 Complex,218,5,107,62,4,12615,21762,9543,0,1,Mar,142386
897,Salon,BH-7 Complex,93,9,106,81,3,6158,30996,9229,0,1,Dec,190408
898,Mobile Shop,BH-1 Complex,106,9,88,106,4,7138,22257,7283,0,0,Mar,220512
899,Salon,BH-7 Complex,143,2,69,74,2,11247,17570,9807,0,1,Jul,92968
900,Food Stall,BH-5 Complex,149,4,137,96,5,8179,17019,11727,1,0,Oct,318256
901,Cafe,BH-5 Complex,193,2,95,88,1,11123,29379,10711,0,1,Sep,192440
902,Clothing,UniMall,115,1,128,65,5,10162,15303,9067,1,0,May,191280
903,Food Stall,BH-1 Complex,147,5,121,91,3,8369,26659,11445,0,1,Aug,269319
904,Salon,BH-1 Complex,131,2,112,102,3,7360,20127,9562,1,1,Feb,292720
905,Stationery,Law Gate,221,6,62,86,1,14784,38503,5605,0,1,Sep,104628
906,Mobile Shop,BH-1 Complex,211,8,64,88,5,15285,17945,11237,1,0,Mar,107696
907,Mobile Shop,BH-1 Complex,191,8,149,107,1,7152,15056,5204,0,1,Sep,428290
908,Stationery,BH-1 Complex,104,6,119,118,5,17015,15944,7881,0,0,Mar,357218
909,Cafe,BH-5 Complex,118,8,109,106,2,8957,33996,10047,0,1,Aug,285066
910,Cafe,BH-7 Complex,179,1,138,85,3,8994,20229,6010,0,0,Jan,301900
911,Stationery,BH-7 Complex,217,2,130,85,5,13686,22879,9455,1,1,Jul,281500
912,Stationery,UniMall,83,8,116,86,3,8406,39824,4637,0,0,Dec,239304
913,Mobile Shop,UniMall,228,4,122,76,5,10233,17517,6397,0,0,Jun,228160
914,Salon,BH-7 Complex,92,3,116,79,2,13728,34433,9766,0,0,Jul,206592
915,Salon,UniMall,139,5,64,115,4,15086,24759,11472,0,0,May,170800
916,Mobile Shop,UniMall,191,6,141,119,5,13594,21840,9066,0,0,Jun,453370
917,Mobile Shop,BH-5 Complex,92,9,107,107,2,13173,38457,8798,0,0,Sep,282021
918,Clothing,BH-7 Complex,139,9,95,67,5,16255,28402,9239,0,1,Feb,134585
919,Clothing,UniMall,88,3,149,80,5,6131,20443,4857,1,0,Jul,283760
